Column1,Column2,Column3,Column32,Column33,Column4,Column5
837790-99999 ,MARTE                          -,23.509,-46.638,721.8,01/01/1973,01/02/2023
837800-99999 ,CONGONHAS                      -,23.627,-46.655,801.9,01/01/1931,01/02/2023
837840-99999 ,TAUBATE                        -,23.017,-45.567,577,24/08/1936,01/02/2023
838093-99999 ,PROFESSOR URBANO ERNESTO STUM  -,23.229,-45.862,646.2,07/02/1990,01/02/2023
838180-99999 ,BASE AEREA DE SANTOS           -,23.925,-46.288,3,01/01/1973,01/02/2023
838270-99999 ,CATARATAS INTL                 -,25.596,-54.487,239.9,01/03/1953,01/02/2023
838400-99999 ,AFONSO PENA                    -,25.528,-49.176,910.7,01/01/1961,01/02/2023
838830-99999 ,CHAPECO                        -,27.117,-52.617,679,17/11/1989,01/02/2023
838990-99999 ,HERCILIO LUZ                   -,27.67,-48.547,6.1,01/01/1973,01/02/2023
839280-99999 ,RUBEM BERTA                    -,29.782,-57.038,78,02/01/1931,01/02/2023
839370-99999 ,SANTA MARIA                    -,29.711,-53.688,87.5,29/08/1936,01/02/2023
839710-99999 ,SALGADO FILHO                  -,29.994,-51.171,3.4,01/01/1973,01/02/2023
839810-99999 ,COMANDANTE GUSTAVO KRAEMER     -,31.391,-54.112,182.9,01/01/1961,01/02/2023
839850-99999 ,PELOTAS                        -,31.718,-52.328,18,01/01/1973,01/02/2023
840710-99999 ,MARISCAL SUCRE INTL             ,-0.141,-78.488,2812.7,01/07/1977,12/12/2020
841170-99999 ,ELOY ALFARO INTL                ,-0.95,-80.683,14.6,01/07/1977,01/02/2023
841230-99999 ,COTOPAXI INTL                   ,-0.907,-78.616,2805.7,20/04/1980,01/02/2023
842030-99999 ,SIMON BOLIVAR INTL              ,-2.157,-79.884,5.8,01/07/1977,01/02/2023
843700-99999 ,PEDRO CANGA                     ,-3.553,-80.381,35.1,15/03/1974,01/02/2023
843770-99999 ,CORONEL FRANCISCO SECADA VIGN   ,-3.785,-73.309,93.3,01/01/1973,01/02/2023
843900-99999 ,CAPITAN MONTES                  ,-4.577,-81.254,86,09/02/1933,01/02/2023
844010-99999 ,CAPITAN FAP GUILLERMO CONCHA    ,-5.206,-80.616,35.4,01/07/1957,01/02/2023
844250-99999 ,MOISES BENZAQUEN RENGIFO        ,-5.894,-76.118,178.9,14/01/1949,01/02/2023
844350-99999 ,MOYOBAMBA                       ,-6.033,-76.967,833,01/01/1960,08/10/2001
844520-99999 ,CAPT JOSE A  QUINONES GONZALE   ,-6.787,-79.828,29.6,02/01/1933,01/02/2023
844550-99999 ,CADETE GUILLERMO DEL CASTILLO   ,-6.509,-76.373,274.3,04/01/1950,01/02/2023
845010-99999 ,CAPITAN CARLOS MARTINEZ DE PI   ,-8.081,-79.109,32.3,02/01/1949,01/02/2023
845150-99999 ,CAP FAP DAVID ABENZUR RENGIFO   ,-8.378,-74.574,156.4,02/01/1949,01/02/2023
845340-99999 ,TINGO MARIA                     ,-9.133,-75.95,665,22/02/1949,01/02/2023
846280-99999 ,JORGE CHAVEZ INTL              -,12.022,-77.114,34.4,06/11/1960,01/02/2023
846580-99999 ,PADRE ALDAMIZ                  -,12.614,-69.229,200.9,08/11/1947,01/02/2023
846730-99999 ,CORONEL FAP ALFREDO MENDIVIL   -,13.155,-74.204,2717.9,04/01/1966,01/02/2023
846770-99999 ,QUINCEMIL                      -,13.267,-70.667,634,01/01/1960,14/11/1988
846860-99999 ,TENIENTE ALEJANDRO VELASCO AS  -,13.536,-71.939,3310.1,03/03/1949,01/02/2023
846880-99999 ,ANDAHUAYLAS                    -,13.706,-73.35,3444.2,01/04/1994,10/12/2022
846910-99999 ,PISCO INTL                     -,13.745,-76.22,11.9,15/04/1935,01/02/2023
847210-99999 ,SAN JUAN DE MARCONA            -,15.383,-75.167,60,01/07/1957,31/12/1997
847350-99999 ,JULIACA                        -,15.467,-70.158,3825.8,08/03/1961,13/12/2022
847520-99999 ,RODRIGUEZ BALLON               -,16.341,-71.583,2561.8,01/01/1942,01/02/2023
847820-99999 ,CORONEL CARLOS CIRIANI SANTA   -,18.053,-70.276,468.8,01/07/1957,01/02/2023
850410-99999 ,HEROES DEL ACRE                -,11.04,-68.783,271.9,01/02/1943,01/02/2023
850430-99999 ,RIBERALTA                      -,11.017,-66.117,135,01/03/1943,01/02/2023
851140-99999 ,MAGDALENA                      -,13.333,-64.15,141,03/01/1973,01/02/2023
851230-99999 ,SANTA ANA DEL YACUMA           -,13.762,-65.435,143.9,02/01/1987,01/02/2023
851400-99999 ,REYES                          -,14.3,-67.367,280,03/01/1973,01/02/2023
851410-99999 ,RURRENABAQUE                   -,14.483,-67.483,202,10/10/1945,01/02/2023
851540-99999 ,TTE AV JORGE HENRICH ARAUZ     -,14.819,-64.918,155.1,01/01/1943,01/02/2023
852010-99999 ,EL ALTO INTL                   -,16.513,-68.192,4061.5,01/04/1936,01/02/2023
852070-99999 ,SAN IGNACIO DE VELASCO AIRPOR  -,16.401,-61.045,450,01/01/1943,01/02/2023
852230-99999 ,JORGE WILSTERMAN               -,17.421,-66.177,2548.1,01/02/1942,01/02/2023
852420-99999 ,JUAN MENDOZA                   -,17.963,-67.076,3702.1,01/03/1938,01/02/2023
852440-99999 ,VIRU VIRU INTL                 -,17.645,-63.135,373.4,01/07/1984,01/02/2023
852450-99999 ,EL TROMPILLO                   -,17.812,-63.171,417.9,01/10/1942,01/02/2023
852680-99999 ,ROBORE (CIV/MIL)               -,18.317,-59.75,284,01/01/1943,01/02/2023
852830-99999 ,JUANA AZURDUY DE PADILLA       -,19.007,-65.289,2903.8,01/03/1944,31/12/1997
852930-99999 ,CAPITAN NICOLAS ROJAS          -,19.543,-65.724,3935.9,01/11/1947,01/02/2023
853150-99999 ,CAMIRI                         -,20.05,-63.567,792,17/01/1946,01/02/2023
853450-99999 ,TCNL RAFAEL PABON              -,21.255,-63.406,398.1,01/05/1980,01/02/2023
853640-99999 ,CAPITAN ORIEL LEA PLAZA        -,21.556,-64.701,1854.4,01/04/1944,01/02/2023
853650-99999 ,YACUIBA                        -,21.961,-63.652,645,01/06/1944,01/02/2023
854060-99999 ,CHACALLUTA                     -,18.349,-70.339,50.9,14/04/1935,01/02/2023
854180-99999 ,DIEGO ARACENA INTL             -,20.535,-70.181,47.2,01/01/1973,01/02/2023
854320-99999 ,CALAMA                         -,22.5,-68.9,2320,24/03/1937,01/02/2023
854420-99999 ,CERRO MORENO INTL              -,23.444,-70.445,138.7,01/01/1935,01/02/2023
854590-99999 ,CANAL BAJO CARLOS HOTT SIEBER  -,40.611,-73.061,57,04/09/2004,30/01/2023
854595-99999 ,DESIERTO DE ATACAMA            -,27.261,-70.779,204.2,10/07/2006,30/01/2023
854690-99999 ,MATAVERI INTL                  -,27.165,-109.422,69.2,30/06/1957,01/02/2023
854700-99999 ,CHAMONATE                      -,27.296,-70.414,298,04/01/1935,31/12/1997
854860-99999 ,VALLENAR                       -,28.596,-70.756,525.8,14/05/1936,31/12/1997
854880-99999 ,LA FLORIDA                     -,29.916,-71.2,146.6,02/01/1935,01/02/2023
855740-99999 ,ARTURO MERINO BENITEZ INTL     -,33.393,-70.786,474,01/01/1973,01/02/2023
855770-99999 ,QUINTA NORMAL                  -,33.433,-70.683,520,01/01/1935,01/02/2023
855850-99999 ,JUAN FERNANDEZ                 -,33.633,-78.833,29,01/01/1935,01/02/2023
855860-99999 ,SANTO DOMINGO                  -,33.65,-71.617,75,02/01/1973,01/02/2023
856290-99999 ,CURICO/GEN FREIRE              -,34.967,-71.217,242,01/01/1935,01/02/2023
856820-99999 ,CARRIEL SUR INTL               -,36.773,-73.063,7.9,01/01/1973,01/02/2023
857430-99999 ,MAQUEHUE                       -,38.767,-72.637,92.7,02/01/1935,01/02/2023
857660-99999 ,PICHOY                         -,39.65,-73.086,18,01/01/1973,01/02/2023
857990-99999 ,EL TEPUAL INTL                 -,41.439,-73.094,89.6,02/01/1935,01/02/2023
858740-99999 ,BALMACEDA                      -,45.916,-71.689,524.9,01/01/1973,01/02/2023
859210-99999 ,TENIENTE JULIO GALLARDO        -,51.671,-72.528,66.1,15/01/1984,06/01/2023
859211-99999 ,EL LOA                         -,22.498,-68.904,2299.1,06/07/2004,13/09/2021
859340-99999 ,CARLOS IBANEZ DEL CAMPO INTL   -,53.003,-70.855,42.4,01/01/1935,01/02/2023
860110-99999 ,ADRIAN JARA                    -,19.533,-59.367,150,19/07/1973,31/12/1997
860680-99999 ,DR LUIS MARIA ARGANA INTL      -,22.045,-60.622,168.6,15/03/1949,01/02/2023
860970-99999 ,PEDRO JUAN CABALLERO           -,23.633,-55.833,563,13/09/1959,01/02/2023
861280-99999 ,POZO COLORADO                  -,23.5,-58.783,99,01/09/2001,01/02/2023
861340-99999 ,TENIENTE COL CARMELO PERALTA   -,23.442,-57.427,77.1,15/02/1959,01/02/2023
861700-99999 ,GRAL. BRUGUEZ                  -,24.75,-58.833,86,15/09/2001,01/02/2023
861850-99999 ,SAN PEDRO                      -,24.067,-57.083,80,15/09/2001,01/02/2023
861920-99999 ,SAN ESTANISLAO                 -,24.667,-56.433,192,01/04/1975,01/02/2023
862180-99999 ,SILVIO PETTIROSSI INTL         -,25.24,-57.519,89,01/01/1949,01/02/2023
862183-99999 ,GUARANI INTL                   -,25.45,-54.833,264,03/04/1996,01/02/2023
862330-99999 ,VILLARRICA                     -,25.767,-56.433,161,01/01/1959,16/01/2023
862550-99999 ,PILAR                          -,26.85,-58.317,56,11/02/1959,01/02/2023
862600-99999 ,SAN JUAN BAUTISTA              -,26.667,-57.15,126,01/07/1957,01/02/2023
862850-99999 ,CAPITAN MEZA                   -,26.833,-55.333,263,30/03/2000,01/02/2023
862970-99999 ,ENCARNACION                    -,27.317,-55.833,91,01/04/1949,01/02/2023
863150-99999 ,BELLA UNION                    -,30.267,-57.583,53,01/11/1981,31/12/1997
863300-99999 ,ARTIGAS INTL                   -,30.401,-56.508,128,02/01/1949,03/11/2022
863500-99999 ,PRESIDENTE GENERAL DON OSCAR   -,30.975,-55.476,223,01/01/1949,20/10/2022
863600-99999 ,NUEVA HESPERIDES INTL          -,31.433,-57.983,57,01/01/1949,01/02/2023
863700-99999 ,TACUAREMBO                     -,31.749,-55.926,138,01/06/1979,01/02/2023
864300-99999 ,TYDEO LARRE BORGES INTL        -,32.365,-58.061,55,01/01/1973,20/07/2020
864400-99999 ,CERRO LARGO                    -,32.338,-54.217,114,01/01/1949,19/11/2022
864600-99999 ,PASO DE LOS TOROS              -,32.8,-56.517,75,10/10/1950,01/02/2023
864900-99999 ,MERCEDES/RICARDO DE            -,33.25,-58.067,22,01/01/1949,29/09/2022
865000-99999 ,TREINTA Y TRES                 -,33.217,-54.383,46,01/01/1949,26/06/2020
865300-99999 ,SANTA BERNARDINA INTL          -,33.359,-56.499,93,01/01/1949,01/02/2023
865450-99999 ,FLORIDA                        -,34.083,-56.233,68,01/04/1995,29/09/2022
865600-99999 ,LAGUNA DE LOS PATOS INTL       -,34.456,-57.771,21,01/01/1949,01/02/2023
865650-99999 ,ROCHA                          -,34.483,-54.3,18,01/01/1949,20/10/2022
865750-99999 ,ANGEL S ADAMI                  -,34.789,-56.265,53,01/04/1975,01/02/2023
865800-99999 ,CARRASCO INTL                  -,34.838,-56.031,32,01/01/1949,01/02/2023
865823-99999 ,CAPITAN CORBETA C A CURBELO I  -,34.855,-55.094,29,18/10/1990,01/02/2023
865860-99999 ,LAGUNA DEL SAUCE               -,34.867,-55.1,35,15/09/2001,29/09/2022
870160-99999 ,ORAN                           -,23.153,-64.329,356,01/01/1960,01/02/2023
870220-99999 ,GENERAL ENRIQUE MOSCONI TARTA  -,22.62,-63.794,449,01/01/1973,01/02/2023
870460-99999 ,JUJUY                          -,24.393,-65.098,920.2,01/01/1973,01/02/2023
870470-99999 ,SALTA                          -,24.856,-65.486,1246,01/02/1939,01/02/2023
870780-99999 ,ALFEREZ ARMANDO RODRIGUEZ      -,24.721,-60.549,129.8,30/06/1957,01/02/2023
870970-99999 ,CATARATAS DEL IGUAZU           -,25.737,-54.473,279.2,02/01/1939,01/02/2023
871200-99999 ,TUCUMAN/TENIENTE BE            -,26.833,-65.2,422,01/02/1939,03/02/2003
871210-99999 ,TENIENTE BENJAMIN MATIENZO     -,26.841,-65.105,455.7,01/11/1981,01/02/2023
871290-99999 ,SANTIAGO DEL ESTERO            -,27.766,-64.31,199.9,01/02/1939,01/02/2023
871490-99999 ,PRESIDENCIA ROQUE SAENZ PENA   -,26.757,-60.493,93.6,01/02/1939,31/12/1997
871550-99999 ,RESISTENCIA                    -,27.45,-59.056,52.7,01/01/1959,01/02/2023
871620-99999 ,FORMOSA                        -,26.213,-58.228,59.1,01/01/1973,01/02/2023
871660-99999 ,CORRIENTES                     -,27.446,-58.762,61.9,01/01/1973,01/02/2023
871780-99999 ,POSADAS                        -,27.386,-55.971,131.1,01/01/1939,01/02/2023
872170-99999 ,LA RIOJA                       -,29.382,-66.796,437.7,01/02/1939,01/02/2023
872220-99999 ,CATAMARCA                      -,28.596,-65.752,463.9,01/07/1973,01/02/2023
872440-99999 ,VILLA MARIA DEL RIO            -,29.9,-63.683,341,01/01/1973,01/02/2023
872570-99999 ,CERES                          -,29.883,-61.95,88,02/02/1939,01/02/2023
872700-99999 ,RECONQUISTA AERO               -,29.183,-59.7,48,01/01/1973,01/02/2023
872860-99999 ,CURUZU CUATIA                  -,29.771,-57.979,70.1,01/01/1973,30/09/1997
872890-99999 ,PASO DE LOS LIBRES             -,29.689,-57.152,70.1,01/02/1939,01/02/2023
873110-99999 ,SAN JUAN                       -,31.571,-68.418,597.1,01/01/1973,01/02/2023
873200-99999 ,CHAMICAL AERO                  -,30.367,-66.283,467,02/01/1973,01/02/2023
873280-99999 ,VILLA DOLORES                  -,31.945,-65.146,583.7,01/01/1973,01/02/2023
873440-99999 ,AMBROSIO L V TARAVELLA         -,31.324,-64.208,488.9,01/02/1939,01/02/2023
873490-99999 ,PILAR OBSERVATORIO             -,31.667,-63.883,338,01/01/1973,01/02/2023
873710-99999 ,SAUCE VIEJO                    -,31.712,-60.812,17.1,01/01/1973,01/02/2023
873740-99999 ,GENERAL URQUIZA                -,31.795,-60.48,74.1,01/02/1939,01/02/2023
873930-99999 ,MONTE CASEROS                  -,30.272,-57.64,53,07/03/1965,01/02/2023
873950-99999 ,COMODORO PIERRESTEGUI          -,31.297,-57.997,34.1,01/02/1939,01/02/2023
874160-99999 ,SAN MARTIN                     -,33.083,-68.417,653,01/01/1973,01/02/2023
874180-99999 ,EL PLUMERILLO                  -,32.832,-68.793,704.1,01/02/1939,01/02/2023
874360-99999 ,SAN LUIS                       -,33.273,-66.356,709.9,30/06/1957,01/02/2023
874480-99999 ,VILLA REYNOLDS                 -,33.73,-65.387,484.9,01/02/1939,01/02/2023
874530-99999 ,RIO CUARTO AREA DE MATERIAL    -,33.085,-64.261,420.9,01/01/1973,01/02/2023
874670-99999 ,MARCOS JUAREZ                  -,32.684,-62.158,110,01/01/1973,01/02/2023
874800-99999 ,ROSARIO                        -,32.904,-60.785,25.9,01/02/1939,01/02/2023
874970-99999 ,GUALEGUAYCHU                   -,33.01,-58.613,22.9,07/03/1965,01/02/2023
875060-99999 ,MALARGUE                       -,35.494,-69.574,1430.1,02/02/1939,01/02/2023
875090-99999 ,SAN RAFAEL                     -,34.588,-68.403,752.9,01/01/1973,01/02/2023
875320-99999 ,GENERAL PICO                   -,35.696,-63.758,139.9,01/02/1939,01/02/2023
875340-99999 ,LABOULAYE                      -,34.135,-63.362,136.9,30/06/1957,01/02/2023
875440-99999 ,COMODORO P ZANNI               -,35.845,-61.858,85,01/01/1973,01/02/2023
875480-99999 ,JUNIN                          -,34.546,-60.931,79.9,01/02/1939,01/02/2023
875530-99999 ,SAN FERNANDO                   -,34.453,-58.59,3,01/02/2002,01/02/2023
875680-99999 ,DON TORCUATO                   -,34.501,-58.604,5,01/01/1973,31/12/1997
875760-99999 ,MINISTRO PISTARINI             -,34.822,-58.536,20.4,30/06/1957,01/02/2023
875820-99999 ,AEROPARQUE JORGE NEWBERY       -,34.559,-58.416,5.5,01/01/1973,01/02/2023
875850-99999 ,BUENOS AIRES (OBS)             -,34.583,-58.483,25,01/01/1931,01/02/2023
875930-99999 ,LA PLATA                       -,34.972,-57.895,21.9,01/01/1973,01/02/2023
875960-99999 ,PUNTA INDIO B.A.               -,35.367,-57.283,16,30/06/1957,01/02/2023
876230-99999 ,SANTA ROSA                     -,36.588,-64.276,192,30/06/1957,01/02/2023
876400-99999 ,BOLIVAR AERO                   -,36.2,-61.067,94,01/04/1989,01/02/2023
876410-99999 ,AZUL AERO                      -,36.833,-59.883,146,01/01/1997,01/02/2023
876450-99999 ,TANDIL                         -,37.237,-59.228,175,01/01/1973,01/02/2023
876480-99999 ,DOLORES AIRPORT                -,36.35,-57.733,9,06/03/1939,01/02/2023
876880-99999 ,TRES ARROYOS                   -,38.387,-60.33,121.9,01/01/1973,01/02/2023
876920-99999 ,MAR DEL PLATA                  -,37.934,-57.573,21.6,01/02/1939,01/02/2023
877150-99999 ,PRESIDENTE PERON               -,38.949,-68.156,272.8,01/02/1939,01/02/2023
877500-99999 ,COMANDANTE ESPORA              -,38.725,-62.169,75,10/04/1939,01/02/2023
877650-99999 ,SAN CARLOS DE BARILOCHE        -,41.151,-71.158,846.1,01/02/1939,01/02/2023
877840-99999 ,SAN ANTONIO OESTE AERO         -,40.783,-65.1,20,01/02/1939,01/02/2023
877910-99999 ,GOBERNADOR CASTELLO            -,40.869,-63,6.1,01/01/1973,01/02/2023
878030-99999 ,ESQUEL                         -,42.908,-71.139,798.9,30/06/1957,01/02/2023
878280-99999 ,ALMIRANTE ZAR                  -,43.211,-65.27,43,02/02/1939,01/02/2023
878600-99999 ,COMODORO RIVADAVIA             -,45.785,-67.466,57.9,30/06/1957,01/02/2023
879040-99999 ,EL CALAFATE AERO               -,50.267,-72.05,199,30/03/2003,01/02/2023
879090-99999 ,SAN JULIAN                     -,49.307,-67.803,57.9,01/01/1973,01/02/2023
879250-99999 ,RIO GALLEGOS                   -,51.609,-69.313,18.6,07/01/1959,01/02/2023
879340-99999 ,RIO GRANDE                     -,53.778,-67.749,19.8,01/01/1973,01/02/2023
879380-99999 ,USHUAIA MALVINAS ARGENTINAS    -,54.843,-68.296,21.6,01/02/1939,01/02/2023
888780-99999 ,PEBBLE ISLAND                  -,51.317,-59.6,16,01/03/1992,01/02/2023
888830-99999 ,WEDDELL ISLAND                 -,51.9,-60.917,17,12/07/1991,01/02/2023
888890-99999 ,MOUNT PLEASANT                 -,51.823,-58.447,74.4,06/06/1985,01/02/2023
888970-99999 ,SEA LION ISLAND                -,52.433,-59.083,15,07/05/1991,01/02/2023
889030-99999 ,GRYTVIKEN                      -,54.283,-36.5,3,01/01/1949,01/02/2023
889630-99999 ,BASE ESPERANZA                 -,63.4,-56.983,24,01/01/1973,01/02/2023
889680-99999 ,BASE ORCADAS                   -,60.733,-44.733,8,01/05/1949,01/02/2023
890020-99999 ,NEUMAYER                       -,70.667,-8.25,50,01/11/1981,01/02/2023
890040-99999 ,S.A.N.A.E. AWS                 -,71.7,-2.8,817,01/01/1997,01/02/2023
890220-99999 ,HALLEY                         -,75.61,-26.272,30,15/06/1956,01/02/2023
890340-99999 ,BASE BELGRANO II               -,77.867,-34.617,256,01/06/1956,01/02/2023
890530-99999 ,BASE CARLINI                   -,62.233,-58.633,11,08/02/1980,01/02/2023
890550-99999 ,BASE MARAMBIO (CENTRO MET. AN  -,64.233,-56.717,208,01/01/1973,01/02/2023
890560-99999 ,CENTRO MET. ANTARTICO PDTE. E  -,62.183,-58.983,48,08/04/1985,01/02/2023
890570-99999 ,BASE ARTURO PRAT               -,62.5,-59.683,5,02/08/1947,01/02/2023
890590-99999 ,BASE BERNARDO O'HIGGINS        -,63.317,-56.683,10,01/07/1985,01/02/2023
890630-99999 ,VERNADSKY                      -,65.25,-64.267,11,28/05/1985,01/02/2023
890660-99999 ,BASE SAN MARTIN                -,68.117,-67.133,7,01/10/1976,01/02/2023
891080-99999 ,HENRY                          -,89,-1.017,2755,01/06/1994,09/11/2021
892570-99999 ,UNIV. WI ID 8925 (LIMBERT AWS  -,75.867,-59.15,40,01/03/1998,01/02/2023
892620-99999 ,UNIV. WI ID 8926 (LARSEN ICE   -,67.017,-61.467,45,01/05/1990,01/02/2023
892660-99999 ,UNIV. WI ID 8902 (BUTLER ISLA  -,72.2,-60.167,115,01/05/1990,01/02/2023
892720-99999 ,UNIV. WI ID 8917 (SKI-BLU)     -,74.8,-71.483,1589,01/01/1997,01/02/2023
893140-99999 ,THERESA                        -,84.6,-115.817,1463,01/01/1997,09/06/2022
893240-99999 ,BYRD STATION                   -,80,-119.4,1530,01/05/1990,09/11/2021
893270-99999 ,MOUNT SIPLE                    -,73.2,-127.05,230,01/06/1994,31/08/2021
893320-99999 ,ELIZABETH                      -,82.617,-137.083,549,01/03/1997,09/11/2021
893450-99999 ,SIPLE DOME                     -,81.65,-148.783,620,01/06/1997,09/11/2021
893760-99999 ,GILL                           -,79.983,-178.6,55,01/01/1997,09/11/2021
893770-99999 ,LETTAU                         -,82.517,-174.45,55,01/05/1990,28/08/2022
895040-99999 ,TROLL IN ANTARKTIS             -,72.017,2.533,1277,01/08/1994,22/11/2022
895320-99999 ,SYOWA                          -,69,39.583,21,01/01/1973,01/02/2023
895640-99999 ,MAWSON                         -,67.6,62.867,16,01/07/1985,01/02/2023
895710-99999 ,DAVIS                          -,68.583,77.967,23,01/01/1973,01/02/2023
895770-99999 ,DOME PLATEAU DOME A            -,80.37,77.37,4084,01/02/1996,01/02/2023
895780-99999 ,DOME PLATEAU EAGLE             -,76.42,77.02,2830,03/03/2005,01/02/2023
896110-99999 ,CASEY                          -,66.283,110.533,42,01/01/1973,01/02/2023
896140-99999 ,CASEY (UPPER PETERSON RUNWAY)  -,66.7,111.5,727,11/02/2003,14/12/2021
896420-99999 ,DUMONT D'URVILLE               -,66.667,140.017,43,01/07/1985,01/02/2023
896590-99999 ,PRIESTLEY GLACIER              -,73.633,160.65,1924,07/02/2006,01/02/2023
896610-99999 ,CAPE PHILLIPS                  -,73.517,169.75,568,03/04/1995,01/02/2023
896640-99999 ,MCMURDO                        -,77.85,166.667,24,01/01/1973,31/12/1997
896660-99999 ,CAPE ROSS                      -,76.717,162.967,150,03/04/1995,01/02/2023
896670-99999 ,PEGASUS NORTH                  -,77.95,166.5,10,01/05/1990,07/09/2022
897440-99999 ,RELAY STAT                     -,74.017,43.05,3353,01/01/1997,28/10/2022
897670-99999 ,G3                             -,70.9,69.867,84,11/08/2001,01/02/2023
897690-99999 ,LINDA                          -,78.467,168.383,50,05/06/1994,09/11/2021
897990-99999 ,NICO                           -,89,89.667,2935,01/06/1994,09/11/2021
898110-99999 ,LAW DOME SUMMIT                -,66.733,112.833,1368,01/08/1993,01/02/2023
898280-99999 ,DOME C II                      -,75.117,123.367,3250,01/05/1990,01/02/2023
898340-99999 ,D-47                           -,67.4,138.733,1560,01/05/1990,09/11/2021
898640-99999 ,MANUELA                        -,74.95,163.683,80,01/05/1990,09/11/2021
898660-99999 ,MARBLE POINT                   -,77.433,163.75,84,01/05/1990,01/02/2023
898680-99999 ,SCHWERDTFEGER                  -,79.9,169.983,60,01/05/1990,12/12/2021
898690-99999 ,MARILYN                        -,79.95,165.117,75,13/05/1990,02/06/2022
898720-99999 ,FERRELL                        -,77.9,170.817,45,01/05/1990,20/04/2022
898730-99999 ,ELAINE                         -,83.133,174.167,60,01/06/1994,31/12/2022
898790-99999 ,POSSESSION IS                  -,71.883,171.2,30,01/06/1994,01/02/2023
910660-22701 ,HENDERSON FIELD AIRPORT         ,28.2,-177.383,5.5,01/04/1945,01/02/2023
911620-22501 ,BARKING SANDS PACIFIC MISSILE   ,22.034,-159.783,4.7,22/04/1942,01/02/2023
911650-22536 ,LIHUE AIRPORT                   ,21.98,-159.339,31.9,01/01/1973,01/02/2023
911700-22508 ,WHEELER ARMY AIRFIELD           ,21.487,-158.028,257.9,01/06/1939,01/02/2023
911760-22519 ,KANEOHE MCAS                    ,21.45,-157.768,7.3,01/01/1973,01/02/2023
911820-22521 ,HONOLULU INTERNATIONAL AIRPOR   ,21.324,-157.939,1.9,01/06/1939,01/02/2023
911860-99999 ,MOLOKAI (AMOS)                  ,21.15,-157.1,137,29/01/1940,31/12/1997
911900-22516 ,KAHULUI AIRPORT                 ,20.889,-156.435,14,01/01/1973,01/02/2023
911904-22552 ,KAPTALUA AIRPORT                ,20.963,-156.675,73.2,01/01/2006,27/01/2023
911905-22524 ,LANAI AIRPORT                   ,20.79,-156.949,396.2,01/01/2006,02/02/2023
911905-99999 ,LANAI                           ,20.783,-156.95,399,01/01/1973,31/12/1997
911975-99999 ,KONA INTL AT KEAHOL             ,19.733,-156.033,14,01/01/1973,31/12/1997
911977-21508 ,BRADSHAW ARMY AIRFIELD          ,19.76,-155.554,1798.3,03/01/2006,01/02/2023
911977-99999 ,BRADSHAW AAF                    ,19.75,-155.55,1887,02/01/1973,31/12/1997
912120-41415 ,GUAM INTERNATIONAL AIRPORT      ,13.483,144.8,77.4,01/01/1973,02/02/2023
912180-99999 ,ANDERSEN AFB                    ,13.567,144.917,162,01/05/1948,31/12/1997
912210-41419 ,ROTA INTERNATIONAL AIRPORT      ,14.172,145.243,179.2,01/01/2005,01/02/2023
912310-41420 ,TINIAN INTERNATIONAL AIRPORT    ,14.999,145.621,82.6,01/01/2005,01/02/2023
912320-41408 ,SAIPAN/ISLEY (CGS)              ,15.117,145.733,4,10/07/1944,31/12/1997
912320-41418 ,FRANCISCO C. ADA/SAIPAN INTER   ,15.117,145.717,65.5,01/01/2005,02/02/2023
912333-41420 ,WEST TINIAN                     ,14.999,145.621,82.6,24/08/2005,31/01/2023
912450-41606 ,WAKE ISLAND AIRFLD              ,19.283,166.65,3.7,31/12/1945,22/09/1997
912500-99999 ,ENEWETAK  MARSHALL IS           ,11.35,162.35,5,30/06/1945,04/02/2005
912750-21603 ,JOHNSTON ATOLL AIRPORT          ,16.733,-169.533,3.1,01/04/1945,30/12/1997
912850-21504 ,HILO INTERNATIONAL AIRPORT      ,19.719,-155.049,8.8,01/01/1973,01/02/2023
913340-40505 ,CHUUK INTERNATIONAL AIRPORT     ,7.467,151.85,1.5,31/12/1945,01/02/2023
913480-99999 ,POHNPEI INTL                    ,6.985,158.209,3,01/01/2005,01/02/2023
913560-00493 ,KOSRAE                          ,5.354,162.953,2.1,01/01/2005,01/02/2023
913660-40604 ,BUCHOLZ AAF KWAJALEIN KMR ATO   ,8.733,167.733,2.1,14/02/1944,01/02/2023
913691-99999 ,MAJURO ATOLL WEATHER CENTER     ,7.083,171.133,4,13/07/2004,01/02/2023
914080-40309 ,BABELTHUAP/KOROR AIR            ,7.333,134.483,33.2,30/06/1947,31/12/1997
914130-40308 ,YAP INTERNATIONAL AIRPORT       ,9.483,138.083,13.4,02/09/1948,01/02/2023
915030-99999 ,MUNDA                           ,-8.328,157.263,3,30/11/1943,01/02/2023
915070-99999 ,AUKI                            ,-8.783,160.733,11,01/01/1973,01/02/2023
915170-99999 ,HONIARA                         ,-9.417,159.967,56,15/11/1949,01/02/2023
915200-99999 ,HONIARA INTL                    ,-9.428,160.055,8.5,16/03/1943,01/02/2023
915410-99999 ,SANTA CRUZ ISLAND              -,10.7,165.8,24,01/01/1973,01/02/2023
915510-99999 ,SOLA/VANUA LAVA ISL            -,13.85,167.55,18,01/12/1948,01/02/2023
915540-99999 ,SANTO PEKOA INTL               -,15.501,167.223,56.1,01/01/1973,01/02/2023
915550-99999 ,LAMAP/MALEKOULA ISL            -,16.417,167.8,26,01/01/1973,17/01/2023
